from,to,text,time_start,time_end,comment
DAL492,F1-1,thirty oh eight,5661.51,5662.22,
DAL378,F1-1,three seventy eight roger,5669.26,5670.34,
NWA1164,F1-1,ah cross loner three thousand or above cleared the i l s d m e ah two seven approach northwest eleven sixty four,5678.43,5684.49,
DAL378,F1-1,three seventy eight one seventy,5688.07,5689.31,
F1-1,DAL492,delta four ninety two turn left heading three five zero,5698.18,5700.35,
DAL492,F1-1,three fifty delta four ninety two,5700.64,5702.37,
PAA582,F1-1,ah boston approach clipper five eighty two is with you at five thousand,5707.32,5710.62,
F1-1,PAA582,clipper five eighty two approach altimeter three zero zero eight,5710.6,5713.1,
PAA582,F1-1,three zero zero eight we have ah oscar,5713.77,5716.28,
F1-1,PAA582,thank you,5716.4,5716.9,
F1-1,DAL492,delta four ninety two descend and maintain three thousand,5717.13,5719.19,
DAL378,F1-1,three seventy eight nineteen one,5729.9,5731.19,
USA1843,F1-1,u s eighteen forty three five thousand slowing to two ten,5791.35,5794.22,
USA1843,F1-1,thank you,5797.07,5797.63,
NWA1164,F1-1,slow to one seventy to ripit northwest eleven sixty four,5801.85,5804.3,
F1-1,DAL492,delta four ninety two turn left heading two eight zero intercept localizer,5804.31,5806.85,
DAL492,F1-1,left to two eight zero intercept the localizer two seven four ninety two,5807.27,5810.87,
DAL492,F1-1,three thousand to loner cleared i l s d m e two seven delta four ninety two,5839.12,5843.32,
F1-1,PAA582,clipper five eighty two turn left heading three five zero descend and maintain three thousand,5843.27,5846.86,
PAA582,F1-1,k left to three five zero and down to three thousand clipper five eighty two,5847.48,5851.28,
NWA1164,F1-1,northwest eleven sixty four switching over good day,5856.61,5858.5,
PAA582,F1-1,o k heading two nine zero cross loner ah three thousand above and ah cleared two seven i l s approach ah five eighty two,5922.7,5931.26,
DAL492,F1-1,delta four ninety two slow to one seventy til ripit,5937.73,5940.94,
F1-1,DAL492,delta four ninety two contact tower one one niner point one,5941.14,5943.54,
DAL492,F1-1,one nineteen one delta four ninety two good day sir,5943.65,5945.68,
F1-1,DAL492,see you later,5945.74,5946.37,
F1-1,USA1843,u s air eighteen forty three turn left heading three five zero descend and maintain three thousand,5970.4,5973.97,
USA1843,F1-1,three five zero three thousand u s eighteen forty three,5974.33,5976.7,
F1-1,PAA582,clipper five eighty two traffic landing runway two two left to hold short of your runway contact the tower one one niner point one,6029.03,6033.47,
PAA582,F1-1,roger ah nineteen one and this and five eighty two good day,6034.13,6037.57,
F1-1,PAA582,day,6037.61,6037.92,
N400K,F1-1,boston gulfstream four hundred kilo with you five thousand with oscar,6041.76,6045.39,
USA1843,F1-1,two eighty on the heading loner three or above cleared the i l s d m e two seven u s air eighteen forty three,6052.01,6056.49,
N400K,F1-1,thirty oh eight four hundred kilo,6060.57,6061.94,
NERA3689,F1-1,and boston nera thirty six eighty nine with you descending down to four thousand,6083.28,6086.84,
NERA3689,F1-1,ah sure we are,6092.49,6093.84,
F1-1,NERA3689,o k you need to contact approach one one niner point six five please,6094.0,6096.52,
NERA3689,F1-1,niner six five,6096.85,6098.05,
F1-1,N400K,november four hundred kilo descend and maintain three thousand turn left heading three four zero,6131.59,6135.03,
N400K,F1-1,three thousand and ah left to three four zero four hundred kilo,6135.29,6139.78,
F1-1,USA1843,u s air eighteen forty three traffic landing runway two two left to hold short of your runway contact the tower one one niner point one,6178.74,6183.68,
USA1843,F1-1,over to the tower eighteen forty three,6183.74,6185.3,
F1-1,N400K,november four hundred kilo traffic landing runway two two left to hold short of your runway contact the tower one one niner point one,6315.28,6320.26,
N400K,F1-1,nineteen one good day sir,6320.45,6321.63,
F1-1,N400K,see you later,6321.63,6322.18,
NWA1264,F1-1,ah boston northwest twelve sixty four seven and a half for six,6350.26,6353.75,
F1-1,NWA1264,northwest twelve sixty four approach altimeter three zero zero eight,6354.27,6357.15,
NWA1264,F1-1,zero zero eight,6358.14,6359.02,
PAA544,F1-1,boston approach good evening clipper five forty four is leveling five coming to heading zero one zero,6373.48,6378.03,
F1-1,PAA544,clipper five forty four boston approach altimeter three zero zero eight,6378.1,6381.06,
PAA544,F1-1,three zero zero eight clipper five forty four,6381.25,6383.15,
F1-1,NWA1264,northwest twelve sixty four turn left heading ah zero niner zero descend and maintain four thousand,6479.9,6484.64,
NWA1264,F1-1,zero nine zero four thousand twelve sixty four,6484.85,6486.76,
F1-1,PAA544,clipper five forty four descend and maintain three thousand,6522.55,6525.05,
PAA544,F1-1,out of five for three thousand clipper five forty four,6525.66,6528.13,
NWA1264,F1-1,three thousand northwest twelve sixty four,6530.7,6532.57,
F1-1,NWA1264,northwest twelve sixty four turn right heading one niner zero,6556.83,6559.09,
NWA1264,F1-1,one nine zero for northwest twelve sixty four,6559.15,6561.04,
F1-1,PAA544,clipper five forty four turn left heading two eight zero intercept the localizer,6585.16,6587.93,
PAA544,F1-1,two eighty to intercept the localizer clipper five forty four,6588.32,6590.66,
F1-1,NWA1264,northwest twelve sixty four descend and maintain two thousand turn right heading two five zero intercept the localizer,6596.52,6600.69,
NWA1264,F1-1,descend to two thousand two fifty to intercept the localizer northwest twelve sixty four,6600.96,6605.53,
PAA544,F1-1,slow to one ninety clipper five forty four,6609.31,6611.07,
PAA544,F1-1,loner three or above cleared for the i l s approach and we got the traffic just going in front of us clipper five forty four,6638.67,6643.29,
NWA1264,F1-1,cleared for the approach ah i l s two seven twelve sixty four,6657.33,6660.59,
F1-1,NWA1264,northwest twelve sixty four traffic landing two two left to hold short of your runway not less than a hundred and seventy to ripit contact tower one one niner point one,6669.54,6675.55,
NWA1264,F1-1,nineteen one so long,6675.72,6676.7,
NWA1264,F1-1,tower northwest twelve sixty four is with you for two seven,6722.01,6725.25,
F1-1,NWA1264,northwest twelve sixty four thanks towers nineteen one,6726.88,6729.06,
NWA1264,F1-1,whoops,6730.4,6731.08,
F1-1,PAA544,clipper five forty four traffic landing runway two two left to hold short of your runway contact the tower one one niner point one,6750.89,6755.47,
PAA544,F1-1,going nineteen one clipper five forty four good day,6755.56,6757.96,
F1-1,PAA544,see you later,6758.06,6758.49,
COA364,F1-1,boston approach continental three sixty four is leveling at five thousand,6916.29,6919.18,
F1-1,COA364,continental three sixty four approach altimeter three zero zero niner,6919.39,6922.21,
COA364,F1-1,zero nine continental three sixty four,6922.57,6924.11,
UPS2018,F1-1,good evening boston u p s twenty eighteen six thousand,6926.17,6928.85,
F1-1,UPS2018,u p s twenty eighteen heavy boston approach descend and maintain three thousand,6929.36,6932.47,
F1-1,COA364,continental three sixty four descend and maintain three thousand,6979.66,6982.15,
COA364,F1-1,down to three thousand continental three sixty four,6983.34,6985.62,
F1-1,UPS2018,u p s ah ten twenty eighteen heavy fly heading one zero zero,6993.56,6996.72,
UPS2018,F1-1,one zero zero twenty eighteen,6997.23,6998.87,
F1-1,NERA3763,nera thirty seven sixty three approach altimeter three zero zero eight,7014.74,7017.54,
F1-1,UPS2018,u p s ah twenty eighteen heavy descend and maintain two thousand turn right heading one eight zero,7051.5,7055.12,
UPS2018,F1-1,two thousand one eight zero twenty eighteen,7055.91,7058.07,
F1-1,COA364,continental three sixty four turn left heading two eight zero intercept localizer,7058.1,7060.92,
COA364,F1-1,two eight zero intercept the localizer continental three sixty four,7061.53,7064.15,
AAL634,F1-1,american ah six thirty four six thousand feet,7098.7,7101.62,
F1-1,AAL634,american six thirty four heavy thank you,7101.7,7103.34,
F1-1,COA364,continental ah three sixty four reduce your speed to one nine zero caution turbulence be following a heavy,7104.02,7107.95,
COA364,F1-1,o k slowing to one ninety continental three sixty four,7108.2,7110.71,
UPS2018,F1-1,cleared for the approach two fifty twenty eighteen,7119.1,7121.58,
AAL634,F1-1,o k ah we had previous instructions to turn to zero nine zero at rever ah you want us to continue present heading now,7134.17,7140.75,
AAL634,F1-1,thank you,7142.42,7142.94,
F1-1,AAL634,american six thirty four heavy descend and maintain four thousand,7164.54,7167.02,
AAL634,F1-1,ah now down to four thousand american six thirty four heavy,7167.95,7170.85,
F1-1,NERA3763,nera thirty seven sixty three descend and maintain two thousand advise two two left in sight,7170.77,7174.3,
NERA3763,F1-1,thirty seven sixty three down to two thousand,7176.31,7178.21,
NERA3763,F1-1,and we have the field in sight,7179.09,7180.47,
F1-1,NERA3763,nera thirty seven sixty three v f r descent your discretion for two two left to hold short of runway two seven contact the tower one one niner point one,7180.48,7186.28,
NERA3763,F1-1,roger thirty seven sixty three,7187.08,7188.78,
F1-1,UPS2018,u p s twenty eighteen heavy traffic landing two two left to hold short of your runway contact tower one one niner point one,7189.06,7193.51,
AAL634,F1-1,ah one one niner point one was it,7195.07,7197.0,
UPS2018,F1-1,twenty eighteen nineteen one so long,7198.72,7200.27,
F1-1,COA364,continental three sixty four contact tower one one niner point one,7209.5,7212.16,
COA364,F1-1,nineteen one good night,7212.43,7213.44,
F1-1,NERA3763,nera thirty seven sixty three contact tower one one niner point one,7214.4,7217.03,
AAL278,F1-1,american two seven eight six thousand,7221.86,7223.7,
F1-1,AAL278,american two seventy eight approach altimeter three zero zero eight,7223.8,7226.49,
F1-1,FAB920,first air nine twenty boston approach altimeter three zero zero eight,7240.08,7242.84,
FAB920,F1-1,three zero zero eight first air nine twenty,7242.98,7244.39,
GAA574,F1-1,and boston bizex ah five seventy four is with you forty five hundred reducing to ah two ten,7246.02,7251.33,
F1-1,GAA574,bizex five seventy four boston approach altimeter three zero zero eight,7251.4,7254.64,
GAA574,F1-1,zero eight roger,7255.16,7256.26,
F1-1,AAL634,american six thirty four heavy turn right heading one eight zero descend and maintain three thousand,7256.17,7259.79,
AAL634,F1-1,ah one eight zero and down to three american six thirty four heavy,7261.46,7264.1,
F1-1,DAL663,delta six sixty three boston approach roger altimeter three zero zero eight,7273.09,7276.2,
DAL663,F1-1,ah delta six sixty three three zero zero eight,7277.01,7279.18,
FAB920,F1-1,one two zero nine twenty,7281.32,7282.4,
F1-1,GAA574,bizex five seventy four descend and maintain two thousand five hundred,7284.68,7287.45,
GAA574,F1-1,two thousand five hundred five seventy four,7287.66,7289.96,
F1-1,COA364,continental three sixty four contact tower one one niner point one,7289.98,7292.5,
F1-1,AAL278,american two seventy eight ah turn ah correction descend and maintain american two seventy eight depart rever heading zero niner zero,7294.46,7300.54,
AAL278,F1-1,down to four thousand and ah zero nine zero out of rever american two seven eight,7300.91,7305.06,
FAB920,F1-1,three thousand first air nine twenty,7307.28,7308.86,
PCN3572,F1-1,and precision thirty five seventy two is checking in four point eight for four,7313.75,7317.77,
F1-1,PCN3572,precision thirty five seventy two thanks,7318.0,7319.45,
AAL634,F1-1,two five zero maintain two thousand til established cleared i l s two seven d m e approach,7328.29,7333.39,
GAA574,F1-1,zero nine zero five seventy four,7336.74,7338.85,
NERA3700,F1-1,ah approach nera thirty seven hundred five thousand,7341.57,7344.02,
DR2-1,UNK,o k there's traffic just off to your right descending out of ten thousand it'll be about yeah i see it out there i'll try to turn you northbound as soon as i can,6.06,11.86,
DR2-1,UNK,i'll be turning you just about ah two or three miles in front of that one there twelve o'clock seven miles,18.17,22.88,
UNK,UNK,roger,23.13,23.69,
DR2-1,SWA145,southwest one forty five climb maintain one seven thousand,26.04,28.67,
SWA145,DR2-1,roger,32.72,33.09,
DR2-1,USA72,u s air seventy two that traffic off to your right's turning downwind turn right heading three one zero,36.29,40.43,
USA72,DR2-1,three one zero u s air seventy two,40.67,42.00,
DR2-1,DAL870,delta eight seventy turn right heading two seven zero be turning you further northbound in front of that weather over there at two o'clock and eight miles,61.35,67.59,
DAL870,DR2-1,o k ah right turn delta eight seventy and ah two seven zero on the heading,67.83,73.90,
DR2-1,USA72,u s air seventy two turn right heading three five zero climb and maintain seventeen thousand,74.20,78.20,
USA72,DR2-1,three five zero up to one seven thousand u s air seventy two,78.44,81.31,
DR2-1,SWA145,southwest one forty five contact fort worth center one three three point three we'll see you,81.41,85.08,
DR2-1,DAL870,delta eight seventy do not exceed speed two five zero,93.39,96.11,
DAL870,DR2-1,two fifty delta eight seventy,96.44,97.66,
DR2-1,USA72,u s air seventy two if you can leaving one zero thousand increase speed to three two zero or greater,97.88,101.70,
DR2-1,USA72,u s air seventy two roger fly heading zero three zero vector on course,105.61,108.58,
USA72,DR2-1,zero three zero u s air seventy two,109.03,110.80,
DR2-1,USA72,and ah u s air seventy two stop your turn ah they got ah traffic coming over the top at two o`clock and ah six miles just stop your turn heading three five zero,114.27,122.49,
